NaN	NaN	z	density	stdev
450724.934203	4775777.97267	19400	3.40467711518172	0.149243443185632
453009.880053	4775026.37439	19400	3.40430403390377	0.149221578115616
455294.99225	4774273.90308	19400	3.4035580353754	0.149177829023346
457579.496878	4773522.77509	19400	3.40281225565567	0.149134054654761
459864.926342	4772770.77815	19400	3.40243944788855	0.14911215798937
462149.758096	4772019.01217	19400	3.40206669487099	0.149090255001933
464433.999969	4771266.36592	19400	3.40206669487099	0.149090255001933
466719.153617	4770515.07057	19400	3.40243944788855	0.14911215798937
469003.718424	4769762.89388	19400	3.40243944788855	0.14911215798937
471288.445806	4769010.9509	19400	3.40243944788855	0.0801477849192864
473573.336615	4768259.24079	19400	3.40169399661881	0.0801242358091664
475858.391703	4767507.76274	19400	3.40020375158	0.0800770967950006
478142.859367	4766755.40182	19400	3.39797002967155	0.0800062862273062
480428.245236	4766004.38573	19400	3.39462315628795	0.079899840557847
482713.044723	4765252.48569	19400	3.39090964137701	0.101674701356102
484998.011234	4764500.81502	19400	3.38757220058073	0.101538301706691
487282.391741	4763748.25993	19400	3.3849795141834	0.101431969248772
489567.694531	4762997.04578	19400	3.38275937565148	0.10134065717409
491852.412359	4762244.94616	19400	3.38238954703627	0.101325423233233
494137.299964	4761493.07319	19400	3.38275937565148	0.14350428826112
496421.602307	4760741.42558	19400	3.38423924585682	0.143590515108554
498706.832372	4759988.89239	19400	3.38609033284522	0.143698159778989
500991.478407	4759237.69483	19400	3.38886993256532	0.143859359087368
503276.297219	4758485.60987	19400	3.39202311654564	0.144041586719128
505561.289421	4757733.74801	19400	3.3949948109917	0.0817700926796461
507845.70046	4756982.10944	19400	3.00198718186008	0.0652985677892522
510131.042113	4756230.69161	19400	2.98723644922309	0.0645070181989314
512415.802168	4755478.38466	19400	2.96458608105782	0.0632623852451957
514700.738376	4754726.29809	19400	2.94012647816324	0.0618777732712992
516985.096571	4753974.43325	19400	2.92061851356321	0.0640558446181329
519270.387761	4753222.78524	19400	2.90881450594361	0.0633172577687479
521555.098775	4752470.24656	19400	2.9022858100571	0.0629040916736051
523839.99322	4751719.03687	19400	2.8993077821279	0.0627145204526612
526125.063371	4750966.93266	19400	2.89822709179688	0.0626455553125005
528409.559619	4750215.04808	19400	2.91346484271757	0.109671594845818
530694.237566	4749463.37926	19400	2.92865655467401	0.111297626492157
532979.091832	4748710.814	19400	2.94463608191231	0.112975028508373
535264.135333	4747959.57416	19400	3.26382945476168	0.140256213911614
537549.356012	4747207.43623	19400	3.28214467903803	0.141513606582814
539834.006906	4746455.51584	19400	3.28214467903803	0.141513606582814
542118.843141	4745703.80761	19400	3.28249849307109	0.141537618805442
544403.857168	4744951.19937	19400	3.28249849307109	0.141537618805442
546689.066249	4744199.91298	19400	3.28249849307109	0.141537618805442
548973.700291	4743447.7312	19400	3.28249849307109	0.141537618805442
551258.522459	4742695.75885	19400	3.28249849307109	0.141537618805442
553543.533621	4741943.99507	19400	3.28249849307109	0.141537618805442
555828.724051	4741191.32769	19400	3.28249849307109	0.141537618805442
558113.362054	4740439.98605	19400	3.28249849307109	0.141537618805442
560398.180379	4739687.73971	19400	3.28249849307109	0.141537618805442
562683.190489	4738935.6992	19400	3.28214467903803	0.141513606582814
564968.393254	4738183.86367	19400	3.28214467903803	0.141513606582814
567253.023828	4737431.1296	19400	3.28214467903803	0.141513606582814
569538.614172	4736679.70181	19400	3.28214467903803	0.141513606582814
571823.633381	4735927.37439	19400	3.28214467903803	0.141513606582814
574108.095385	4735175.25873	19400	3.28214467903803	0.141513606582814
576393.506467	4734423.33519	19400	3.28249849307109	0.141537618805442
578678.362276	4733671.62232	19400	3.28249849307109	0.141537618805442
580963.40094	4732918.99838	19400	3.28285236712675	0.141561624659359
583248.653703	4732167.68523	19400	3.28320630118908	0.14158562414387
585533.338002	4731415.47034	19400	3.28320630118908	0.14158562414387
587818.974589	4730663.44249	19400	3.28356029524216	0.141609617258287
590104.042894	4729910.51179	19400	3.28356029524216	0.141609617258287
592388.57795	4729158.90102	19400	3.28356029524216	0.141609617258287
594674.049792	4728406.36309	19400	3.28356029524216	0.141609617258287
596958.972724	4727654.03262	19400	3.28320630118908	0.14158562414387
599244.099536	4726901.89687	19400	3.28320630118908	0.14158562414387
601529.431105	4726149.95498	19400	3.28320630118908	0.14158562414387
603814.968308	4725398.20611	19400	3.28285236712675	0.141561624659359
606099.940433	4724645.55174	19400	3.28285236712675	0.141561624659359
608385.119254	4723893.08929	19400	3.28285236712675	0.141561624659359
610670.505652	4723140.8179	19400	3.28285236712675	0.141561624659359
612955.349428	4722388.7513	19400	3.28285236712675	0.141561624659359
615240.402725	4721636.87466	19400	3.28249849307109	0.141537618805442
617525.643981	4720884.07578	19400	3.00674534228993	0.119183185224513
619811.095636	4720131.46517	19400	3.00109706963512	0.118638585463273
622096.781901	4719380.15331	19400	2.99813469413509	0.1183513904385
624381.883059	4718626.82136	19400	2.97949166165228	0.116519004009486
626667.220775	4717874.78707	19400	2.97440505330106	0.116011488109951
628952.772605	4717122.93822	19400	2.96717703745668	0.115284673337506
369227.540707	4802594.24559	19300	3.33080784699928	0.144720588258517
371513.011504	4801842.30129	19300	3.33261757729917	0.14483623298754
373797.854092	4801090.60364	19300	3.36653973119357	0.146958002334727
376083.614884	4800338.07308	19300	3.36690715434287	0.146980516043721
378368.725834	4799586.89935	19300	3.37242524578901	0.147317454832813
380653.23381	4798834.86007	19300	3.38609033284522	0.148142432761845
382938.638467	4798083.0964	19300	3.3872012800094	0.148208918604933
385223.440335	4797330.46613	19300	3.39202311654564	0.148496481153741
387508.357934	4796579.20616	19300	3.40505025111443	0.149265301939581
389793.434468	4795827.09321	19300	3.40467711518172	0.149243443185632
392078.649374	4795075.2377	19300	3.40542344168616	0.149287154378474
394364.023198	4794322.52759	19300	3.40467711518172	0.149243443185632
396648.756738	4793571.17135	19300	3.4039310072964	0.149199706728521
398933.650222	4792818.95948	19300	3.40318511815656	0.14915594499909
401218.684776	4792067.00239	19300	3.40243944788855	0.14911215798937
403503.861236	4791315.29929	19300	3.40094876447379	0.149024508097592
405788.420646	4790563.83734	19300	3.39908664361218	0.148914803392462
408073.900706	4789811.52882	19300	3.39759793488238	0.148826925682098
410358.764746	4789059.4604	19300	3.39611010543636	0.148738946621954
412643.773395	4788307.64331	19300	3.39536652076158	0.148694919067571
414928.927493	4787556.07674	19300	3.3949948109917	0.148672895781175
417213.468585	4786804.74929	19300	3.39462315628795	0.148650866154134
419498.172064	4786052.56005	19300	3.3949948109917	0.148672895781175
421783.781958	4785300.62947	19300	3.39536652076158	0.148694919067571
424068.021821	4784548.92675	19300	3.39573828558176	0.148716936014201
426353.169779	4783797.48107	19300	3.39648198030957	0.148760950891721
428638.480944	4783045.17034	19300	3.39685391018555	0.148782948824398
430923.183246	4782293.09618	19300	3.39722589504843	0.148804940420888
433208.036423	4781541.26721	19300	3.39759793488238	0.148826925682098
435493.041319	4780789.6826	19300	3.39797002967155	0.148848904608942
437777.440375	4780038.33359	19300	3.39908664361218	0.148914803392462
440062.762575	4779286.12428	19300	3.40020375158	0.148980645200001
442347.479971	4778534.14952	19300	3.40169399661881	0.149068345691472
444632.351807	4777782.41644	19300	3.40281225565567	0.149134054654761
446917.37893	4777030.92424	19300	3.4035580353754	0.149177829023346
449201.813811	4776278.55431	19300	3.40430403390377	0.149221578115616
451487.153717	4775527.5417	19300	3.40430403390377	0.149221578115616
453771.902417	4774775.6503	19300	3.4039310072964	0.149199706728521
456056.809134	4774023.99709	19300	3.40318511815656	0.14915594499909
458341.125025	4773271.46462	19300	3.40243944788855	0.14911215798937
460626.349988	4772520.28562	19300	3.40206669487099	0.149090255001933
462910.985163	4771768.22631	19300	3.40169399661881	0.149068345691472
465195.781089	4771016.4025	19300	3.40206669487099	0.149090255001933
467480.738615	4770264.81337	19300	3.40243944788855	0.14911215798937
469765.864278	4769512.34679	19300	3.40206669487099	0.149090255001933
472050.390198	4768761.22097	19300	3.40169399661881	0.0801242358091664
474335.085295	4768009.21664	19300	3.40020375158	0.0800770967950006
476619.944734	4767257.4443	19300	3.39834217940014	0.0800180964962538
478904.973337	4766504.79181	19300	3.39518065899437	0.0799176006665829
481189.407047	4765753.47855	19300	3.39128074454708	0.0797931187957989
483474.767404	4765001.2862	19300	3.38757220058073	0.101538301706691
485759.53831	4764249.32071	19300	3.38368419036253	0.101378722946534
488044.477158	4763497.58367	19300	3.38128039489203	0.101279695237913
490328.828651	4762746.07303	19300	3.3798023045974	0.101218663489971
492614.106042	4761994.79072	19300	3.3798023045974	0.101218663489971
494898.798944	4761242.62242	19300	3.38128039489203	0.143417962599673
497183.66254	4760490.67987	19300	3.38312925985706	0.143525854235064
499467.941924	4759738.96216	19300	3.38572000448957	0.143676643186761
501753.149575	4758987.4689	19300	3.38905495445381	0.143870070478314
504037.774158	4758235.0881	19300	3.3923943853424	0.144062998533882
506322.572194	4757482.93032	19300	3.39536652076158	0.0817822054871641
508607.54454	4756730.99474	19300	3.00228402939097	0.0653143454456558
510892.692056	4755979.28052	19300	2.98343077433623	0.0643003838646919
513177.260413	4755227.78854	19300	2.95656309351875	0.0628129093672967
515462.002929	4754475.40553	19300	2.93311789577178	0.0614731274599287
517746.925874	4753724.35332	19300	2.91566064412532	0.0637469436713577
520032.023833	4752972.40842	19300	2.90445729257222	0.0630418829446893
522316.545786	4752220.6842	19300	2.8993077821279	0.0627145204526612
524601.242935	4751468.06621	19300	2.89687790121252	0.062559326876137
526886.125016	4750716.77629	19300	2.90201470886122	0.0628868630446667
529171.183152	4749964.59094	19300	2.91593545244295	0.109938130180333
531456.422858	4749212.62067	19300	2.93088486673938	0.111533553879888
533741.090671	4748460.86898	19300	2.94859739597839	0.11338568298866
536025.93515	4747708.21994	19300	3.27367119039051	0.140935404524443
538310.970369	4746956.89541	19300	3.27966966277641	0.141345342760027
540595.429074	4746204.67709	19300	3.28002305620562	0.141369399543723
542880.827129	4745452.66534	19300	3.28037650976882	0.141393449963721
545165.657412	4744700.87006	19300	3.28037650976882	0.141393449963721
547450.674831	4743949.28521	19300	3.28037650976882	0.141393449963721
549735.117158	4743196.80498	19300	3.28073002345013	0.141417494019288
552020.501241	4742444.5274	19300	3.28073002345013	0.141417494019288
554305.331021	4741693.57606	19300	3.28073002345013	0.141417494019288
556590.330118	4740940.60969	19300	3.28073002345013	0.141417494019288
558874.777026	4740188.96906	19300	3.28037650976882	0.141393449963721
561160.168975	4739437.52715	19300	3.28037650976882	0.141393449963721
563444.988311	4738685.1872	19300	3.28037650976882	0.141393449963721
565730.000363	4737933.05215	19300	3.28037650976882	0.141393449963721
568015.206003	4737181.12116	19300	3.28002305620562	0.141369399543723
570299.853286	4736429.40245	19300	3.28002305620562	0.141369399543723
572585.435011	4735676.76601	19300	3.28002305620562	0.141369399543723
574869.706808	4734924.35039	19300	3.28002305620562	0.141369399543723
577154.942387	4734173.23807	19300	3.28037650976882	0.141393449963721
579440.36099	4733421.21485	19300	3.28037650976882	0.141393449963721
581725.209831	4732668.29041	19300	3.28073002345013	0.141417494019288
584010.272977	4731916.67667	19300	3.28108359723362	0.1414415317097
586295.519765	4731164.1501	19300	3.28108359723362	0.1414415317097
588580.214553	4730411.83261	19300	3.28108359723362	0.1414415317097
590865.862443	4729659.70082	19300	3.28108359723362	0.1414415317097
593150.960269	4728907.77702	19300	3.28108359723362	0.1414415317097
595435.509188	4728156.06125	19300	3.28108359723362	0.1414415317097
597720.995121	4727403.417	19300	3.28108359723362	0.1414415317097
600005.933207	4726650.97967	19300	3.28108359723362	0.1414415317097
602291.07611	4725898.73613	19300	3.28073002345013	0.141417494019288
604576.424709	4725146.68552	19300	3.28073002345013	0.141417494019288
606861.22856	4724394.84078	19300	3.28073002345013	0.141417494019288
609146.970455	4723642.06244	19300	3.28037650976882	0.141393449963721
611432.189929	4722890.60021	19300	3.28037650976882	0.141393449963721
613717.597096	4722138.21676	19300	3.28037650976882	0.141393449963721
616002.462705	4721386.03757	19300	3.00913129520654	0.11941206390592
618287.538777	4720634.04739	19300	3.00347213653467	0.1188680629785
620572.803162	4719881.13404	19300	2.99843060853296	0.118380127217386
622858.278889	4719128.40801	19300	2.99458932812569	0.118006252574868
625143.990757	4718376.97981	19300	2.97411506087073	0.115982455586847
627429.141765	4717624.64233	19300	2.96775360638136	0.115342894368944
629714.482146	4716871.37885	19300	2.96717703745668	0.115284673337506
369989.447619	4802342.95275	19200	3.33080784699928	0.144720588258517
372274.692803	4801591.83147	19200	3.33660406597461	0.145090086737897
374560.095241	4800839.86164	19200	3.36653973119357	0.146958002334727
376844.870499	4800088.13795	19200	3.36948069122902	0.147137933037224
379129.803196	4799335.56466	19200	3.37279356744178	0.147339866319753
381414.848709	4798584.36343	19200	3.38609033284522	0.148142432761845
383700.052484	4797832.31098	19200	3.3894257812619	0.148341785126007
385985.392837	4797080.51775	19200	3.39536652076158	0.148694919067571
388270.13087	4796327.85742	19200	3.40505025111443	0.149265301939581
390555.746557	4795576.58048	19200	3.40467711518172	0.149243443185632
392840.760951	4794824.43541	19200	3.40505025111443	0.149265301939581
395125.154356	4794072.53351	19200	3.4035580353754	0.149177829023346
397410.448228	4793320.90104	19200	3.40281225565567	0.149134054654761
399695.141708	4792568.39947	19200	3.40206669487099	0.149090255001933
401980.717978	4791817.27638	19200	3.40094876447379	0.149024508097592
404265.694884	4791065.28314	19200	3.39945895806398	0.148936756991056
406550.814597	4790313.543	19200	3.39797002967155	0.148848904608942
408835.335331	4789560.93226	19200	3.39648198030957	0.148760950891721
411120.742847	4788809.69618	19200	3.39536652076158	0.148694919067571
413405.552414	4788057.58845	19200	3.3949948109917	0.148672895781175
415690.507494	4787305.73115	19200	3.39462315628795	0.148650866154134
417974.849665	4786554.11301	19200	3.39462315628795	0.148650866154134
420260.113307	4785801.64319	19200	3.39462315628795	0.148650866154134
422544.750576	4785050.52273	19200	3.3949948109917	0.148672895781175
424830.30995	4784298.5484	19200	3.39536652076158	0.148694919067571
427114.500464	4783546.8018	19200	3.39573828558176	0.148716936014201
429399.613069	4782794.1997	19200	3.39611010543636	0.148738946621954
431684.862774	4782042.95419	19200	3.39648198030957	0.148760950891721
433969.517878	4781290.83349	19200	3.39648198030957	0.148760950891721
436254.324763	4780538.95708	19200	3.39722589504843	0.148804940420888
438539.284273	4779787.32414	19200	3.39797002967155	0.148848904608942
440824.397253	4779035.93387	19200	3.39908664361218	0.148914803392462
443108.917046	4778283.66687	19200	3.40057623061258	0.14900257981224
445393.591344	4777531.64148	19200	3.40206669487099	0.149090255001933
447678.420992	4776779.85689	19200	3.40318511815656	0.14915594499909
449963.406836	4776028.31228	19200	3.4035580353754	0.149177829023346
452248.549721	4775277.00683	19200	3.4039310072964	0.149199706728521
454533.101355	4774524.82261	19200	3.40318511815656	0.14915594499909
456817.811068	4773772.87651	19200	3.40281225565567	0.149134054654761
459102.679708	4773021.16769	19200	3.40206669487099	0.149090255001933
461387.708124	4772269.69535	19200	3.40169399661881	0.149068345691472
463672.903991	4771517.34736	19200	3.40169399661881	0.149068345691472
465957.503288	4770765.22985	19200	3.40206669487099	0.149090255001933
468242.264248	4770013.34693	19200	3.40206669487099	0.149090255001933
470527.187721	4769261.6978	19200	3.40169399661881	0.0801242358091664
472812.274558	4768510.28162	19200	3.40057623061258	0.0800888866490791
475096.773498	4767757.98309	19200	3.39871438405229	0.0800299033614683
477381.432586	4767007.02777	19200	3.39573828558176	0.079935353107633
479666.261616	4766255.19221	19200	3.39202311654564	0.0798168586201356
481951.260153	4765502.4756	19200	3.38757220058073	0.101538301706691
484236.421825	4764751.09974	19200	3.38312925985706	0.101355886753628
486520.997539	4763998.83945	19200	3.3798023045974	0.101218663489971
488805.739148	4763247.91885	19200	3.37758684100694	0.101126984905958
491090.652155	4762496.11448	19200	3.37721779232902	0.10111168985725
493375.736125	4761743.42552	19200	3.37795594549821	0.143223368349287
495660.23306	4760992.07322	19200	3.3798023045974	0.143331538080689
497944.902001	4760239.83526	19200	3.38238954703627	0.143482716111294
500229.742555	4759487.82214	19200	3.385349731597	0.143655120424327
502514.755579	4758736.03303	19200	3.38905495445381	0.143870070478314
504799.186392	4757984.46772	19200	3.3927657093163	0.0816973425832964
507084.547026	4757233.12444	19200	3.39536652076158	0.0817822054871641
509369.325587	4756480.89257	19200	3.00139370197245	0.0652670060660309
511654.279381	4755728.88198	19200	2.97643703199584	0.0639180413381005
513938.65411	4754977.09365	19200	2.94973183898347	0.0624266006917883
516223.961041	4754225.52345	19200	2.92671065347371	0.0644328162333065
518508.687322	4753473.0631	19200	2.90963359722498	0.0633688587057518
520793.595532	4752721.93264	19200	2.90093104675779	0.0628179382122495
523077.924331	4751969.91154	19200	2.89687790121252	0.062559326876137
525363.187718	4751218.10467	19200	2.89472306244296	0.0624213116961668
527647.871876	4750465.40609	19200	2.90337095738659	0.108574130609124
529932.742469	4749714.03467	19200	2.91786118275484	0.11014531645957
532217.789464	4748961.7669	19200	2.93451593283061	0.111916596156298
534503.018954	4748209.71329	19200	2.95143570092602	0.113678664536826
536787.677604	4747457.87774	19200	3.27649183056804	0.141128545463478
539072.520669	4746706.25528	19200	3.27755056590602	0.141200868461761
541357.541178	4745953.73372	19200	3.27790359819719	0.141224963412011
543642.001318	4745202.54053	19200	3.27825669071778	0.141249052003056
545927.393774	4744450.44127	19200	3.27825669071778	0.141249052003056
548212.219513	4743698.55795	19200	3.2786098434519	0.141273134234133
550497.233317	4742946.88413	19200	3.2786098434519	0.141273134234133
552781.672503	4742194.31441	19200	3.2786098434519	0.141273134234133
555067.054249	4741441.94603	19200	3.2786098434519	0.141273134234133
557351.883329	4740690.90337	19200	3.2786098434519	0.141273134234133
559636.892815	4739938.9561	19200	3.2786098434519	0.141273134234133
561922.082266	4739186.10339	19200	3.2786098434519	0.141273134234133
564206.722568	4738434.57536	19200	3.27825669071778	0.141249052003056
566491.54389	4737682.14079	19200	3.27825669071778	0.141249052003056
568776.55886	4736929.9102	19200	3.27825669071778	0.141249052003056
571061.768351	4736177.88276	19200	3.27790359819719	0.141224963412011
573346.420544	4735426.06705	19200	3.27790359819719	0.141224963412011
575632.021784	4734674.44365	19200	3.27790359819719	0.141224963412011
577917.052839	4733921.91956	19200	3.27825669071778	0.141249052003056
580201.528808	4733169.60615	19200	3.27825669071778	0.141249052003056
582486.955473	4732417.48224	19200	3.2786098434519	0.141273134234133
584771.828985	4731665.56793	19200	3.2786098434519	0.141273134234133
587056.902627	4730913.85204	19200	3.27896305638364	0.141297210104488
589342.160263	4730161.22239	19200	3.27896305638364	0.141297210104488
591626.88441	4729409.91264	19200	3.27896305638364	0.141297210104488
593912.54546	4728657.67592	19200	3.27896305638364	0.141297210104488
596197.639177	4727904.53529	19200	3.27896305638364	0.141297210104488
598482.954604	4727152.70081	19200	3.2786098434519	0.141273134234133
600767.723156	4726401.07328	19200	3.2786098434519	0.141273134234133
603052.677816	4725648.52809	19200	3.2786098434519	0.141273134234133
605337.838234	4724896.17575	19200	3.27825669071778	0.141249052003056
607623.205287	4724144.0154	19200	3.27825669071778	0.141249052003056
609908.779855	4723392.04621	19200	3.27825669071778	0.141249052003056
612193.790297	4722639.17044	19200	3.27825669071778	0.141249052003056
614479.031171	4721887.59607	19200	3.27825669071778	0.141249052003056
616764.46009	4721135.09955	19200	3.00644742011071	0.11915455748408
619049.348517	4720382.80673	19200	3.00050402022185	0.118581177267429
621334.448349	4719630.70201	19200	2.99458932812569	0.118006252574868
623619.736847	4718877.67317	19200	2.99046616568175	0.117602908357294
625905.261694	4718125.94206	19200	2.97150839635771	0.115721011365164
628190.976089	4717373.28514	19200	2.96717703745668	0.115284673337506
368466.352347	4802844.34791	19100	3.33080784699928	0.144720588258517
370751.263108	4802092.67505	19100	3.33044607446255	0.144697440062921
373036.307001	4801341.26559	19100	3.36176835866789	0.146664742159825
375321.508072	4800589.00748	19100	3.36653973119357	0.146958002334727
377606.843096	4799837.01116	19100	3.36800976138455	0.147048018816075
379891.551971	4799085.26048	19100	3.38609033284522	0.148142432761845
382177.179452	4798332.67436	19100	3.38609033284522	0.148142432761845
384462.160274	4797581.44409	19100	3.38757220058073	0.148231097382031
386747.299693	4796829.36172	19100	3.40505025111443	0.149265301939581
389031.816058	4796077.52351	19100	3.40505025111443	0.149265301939581
391317.231362	4795325.95728	19100	3.40467711518172	0.149243443185632
393602.045331	4794573.52295	19100	3.4039310072964	0.149199706728521
395886.998635	4793821.3451	19100	3.40281225565567	0.149134054654761
398172.09211	4793069.42292	19100	3.40169399661881	0.149068345691472
400457.32659	4792317.75561	19100	3.40094876447379	0.149024508097592
402741.942986	4791566.32995	19100	3.39945895806398	0.148936756991056
405027.479827	4790814.059	19100	3.39834217940014	0.148870877202333
407312.399613	4790062.02865	19100	3.39685391018555	0.148782948824398
409596.703481	4789310.23897	19100	3.39573828558176	0.148716936014201
411881.911621	4788558.71252	19100	3.3949948109917	0.148672895781175
414167.265146	4787807.43667	19100	3.39425155666621	0.148628830185568
416452.021193	4787055.28867	19100	3.39425155666621	0.148628830185568
418736.923656	4786303.39022	19100	3.39425155666621	0.148628830185568
421021.973374	4785551.7405	19100	3.39425155666621	0.148628830185568
423306.426514	4784799.21765	19100	3.39462315628795	0.148650866154134
425591.77294	4784048.06327	19100	3.3949948109917	0.148672895781175
427876.52382	4783296.0347	19100	3.39536652076158	0.148694919067571
430161.424669	4782544.2522	19100	3.39536652076158	0.148694919067571
432446.476331	4781792.71496	19100	3.39536652076158	0.148694919067571
434730.933344	4781040.30254	19100	3.39536652076158	0.148694919067571
437016.300638	4780288.14239	19100	3.39611010543636	0.148738946621954
439301.062087	4779536.21728	19100	3.39685391018555	0.148782948824398
441585.97707	4778784.53476	19100	3.39834217940014	0.148870877202333
443870.288292	4778033.08682	19100	3.39983132739186	0.148958704259923
446155.523075	4777280.77602	19100	3.40132135314781	0.149046430057015
448440.145459	4776529.81004	19100	3.40281225565567	0.149134054654761
450724.934203	4775777.97267	19100	3.40318511815656	0.14915594499909
453009.880053	4775026.37439	19100	3.40318511815656	0.14915594499909
455294.99225	4774273.90308	19100	3.40281225565567	0.149134054654761
457579.496878	4773522.77509	19100	3.40206669487099	0.149090255001933
459864.926342	4772770.77815	19100	3.40169399661881	0.149068345691472
462149.758096	4772019.01217	19100	3.40132135314781	0.149046430057015
464433.999969	4771266.36592	19100	3.40169399661881	0.149068345691472
466719.153617	4770515.07057	19100	3.40169399661881	0.149068345691472
469003.718424	4769762.89388	19100	3.40169399661881	0.149068345691472
471288.445806	4769010.9509	19100	3.40094876447379	0.0801006731024557
473573.336615	4768259.24079	19100	3.39945895806398	0.0800535068826927
475858.391703	4767507.76274	19100	3.39648198030957	0.0799590111043
478142.859367	4766755.40182	19100	3.39313708845149	0.0798524427693485
480428.245236	4766004.38573	19100	3.38868418296576	0.0797099218879031
482713.044723	4765252.48569	19100	3.38349919963708	0.101371111972337
484998.011234	4764500.81502	19100	3.37943292127831	0.10120339464138
487282.391741	4763748.25993	19100	3.376110981335	0.101065778499987
489567.694531	4762997.04578	19100	3.37463601569751	0.101004502181702
491852.412359	4762244.94616	19100	3.37463601569751	0.101004502181702
494137.299964	4761493.07319	19100	3.376110981335	0.143115044007281
496421.602307	4760741.42558	19100	3.37869432185713	0.143266654790724
498706.832372	4759988.89239	19100	3.38165005664063	0.143439553281251
500991.478407	4759237.69483	19100	3.38553486110939	0.143665882576865
503276.297219	4758485.60987	19100	3.3894257812619	0.143891531572227
505561.289421	4757733.74801	19100	3.39313708845149	0.0817094763221241
507845.70046	4756982.10944	19100	3.01376709352923	0.0659201313748201
510131.042113	4756230.69161	19100	2.99695175510625	0.0650300228437091
512415.802168	4755478.38466	19100	2.97035176762127	0.0635825998882473
514700.738376	4754726.29809	19100	2.94167453383988	0.0619666733686804
516985.096571	4753974.43325	19100	2.91896322767086	0.0639529233275252
519270.387761	4753222.78524	19100	2.90500090551959	0.0630763201280316
521555.098775	4752470.24656	19100	2.89755226420824	0.0626024441241689
523839.99322	4751719.03687	19100	2.89418509644787	0.0623867985493451
526125.063371	4750966.93266	19100	2.89176793201747	0.0622314443714504
528409.559619	4750215.04808	19100	2.90581688152964	0.108841323790796
530694.237566	4749463.37926	19100	2.92117086695479	0.11050024372205
532979.091832	4748710.814	19100	2.93731752770199	0.112210950362494
535264.135333	4747959.57416	19100	2.9549938762527	0.114044479181997
537549.356012	4747207.43623	19100	3.27543363786707	0.141056165260261
539834.006906	4746455.51584	19100	3.27543363786707	0.141056165260261
542118.843141	4745703.80761	19100	3.27578630844791	0.141080298349458
544403.857168	4744951.19937	19100	3.27613903935353	0.141104425084128
546689.066249	4744199.91298	19100	3.27649183056804	0.141128545463478
548973.700291	4743447.7312	19100	3.27649183056804	0.141128545463478
551258.522459	4742695.75885	19100	3.27684468207555	0.141152659486721
553543.533621	4741943.99507	19100	3.27684468207555	0.141152659486721
555828.724051	4741191.32769	19100	3.27684468207555	0.141152659486721
558113.362054	4740439.98605	19100	3.27684468207555	0.141152659486721
560398.180379	4739687.73971	19100	3.27649183056804	0.141128545463478
562683.190489	4738935.6992	19100	3.27649183056804	0.141128545463478
564968.393254	4738183.86367	19100	3.27649183056804	0.141128545463478
567253.023828	4737431.1296	19100	3.27613903935353	0.141104425084128
569538.614172	4736679.70181	19100	3.27613903935353	0.141104425084128
571823.633381	4735927.37439	19100	3.27578630844791	0.141080298349458
574108.095385	4735175.25873	19100	3.27578630844791	0.141080298349458
576393.506467	4734423.33519	19100	3.27578630844791	0.141080298349458
578678.362276	4733671.62232	19100	3.27578630844791	0.141080298349458
580963.40094	4732918.99838	19100	3.27613903935353	0.141104425084128
583248.653703	4732167.68523	19100	3.27649183056804	0.141128545463478
585533.338002	4731415.47034	19100	3.27649183056804	0.141128545463478
587818.974589	4730663.44249	19100	3.27684468207555	0.141152659486721
590104.042894	4729910.51179	19100	3.27684468207555	0.141152659486721
592388.57795	4729158.90102	19100	3.27684468207555	0.141152659486721
594674.049792	4728406.36309	19100	3.27684468207555	0.141152659486721
596958.972724	4727654.03262	19100	3.27649183056804	0.141128545463478
599244.099536	4726901.89687	19100	3.27649183056804	0.141128545463478
601529.431105	4726149.95498	19100	3.27613903935353	0.141104425084128
603814.968308	4725398.20611	19100	3.27613903935353	0.141104425084128
606099.940433	4724645.55174	19100	3.27613903935353	0.141104425084128
608385.119254	4723893.08929	19100	3.27613903935353	0.141104425084128
610670.505652	4723140.8179	19100	3.27578630844791	0.141080298349458
612955.349428	4722388.7513	19100	3.27578630844791	0.141080298349458
615240.402725	4721636.87466	19100	3.27578630844791	0.141080298349458
617525.643981	4720884.07578	19100	3.00317500221522	0.118839391928321
619811.095636	4720131.46517	19100	2.99665620003732	0.118207649340957
622096.781901	4719380.15331	19100	2.99193710297732	0.11774704352559
624381.883059	4718626.82136	19100	2.97339039737511	0.115909859495779
626667.220775	4717874.78707	19100	2.96861900550911	0.115430201464452
628952.772605	4717122.93822	19100	2.96717703745668	0.115284673337506
369227.540707	4802594.24559	19000	3.33080784699928	0.144720588258517
371513.011504	4801842.30129	19000	3.33044607446255	0.144697440062921
373797.854092	4801090.60364	19000	3.36543779956318	0.146890422846253
376083.614884	4800338.07308	19000	3.36653973119357	0.146958002334727
378368.725834	4799586.89935	19000	3.36690715434287	0.146980516043721
380653.23381	4798834.86007	19000	3.3849795141834	0.148075867516456
382938.638467	4798083.0964	19000	3.38609033284522	0.148142432761845
385223.440335	4797330.46613	19000	3.3868311558822	0.148186777789449
387508.357934	4796579.20616	19000	3.4039310072964	0.149199706728521
389793.434468	4795827.09321	19000	3.4039310072964	0.149199706728521
392078.649374	4795075.2377	19000	3.4035580353754	0.149177829023346
394364.023198	4794322.52759	19000	3.40243944788855	0.14911215798937
