X,Y,Z
455382.2575,4887117.48004,43.1804902098
451856.126729,4888152.20504,41.9854416358
448329.986466,4889186.93041,42.6546863423
444803.835801,4890221.65681,44.0845974989
441277.673833,4891256.38485,40.6988756547
437751.49935500004,4892291.11515,29.8337380402
434225.311631,4893325.84837,14.4660242739
430699.10954300006,4894360.58512,2.77681048289
427172.892134,4895395.32603,-4.05970742997
423646.658528,4896430.07175,-10.5185314718
420120.407626,4897464.82289,-16.6606766988
416594.138563,4898499.580080001,-21.0768313218
413067.85024899995,4899534.34396,-21.1568392499
409541.541755,4900569.11517,-16.3515108885
406015.21215700003,4901603.89432,-11.755498827
402488.860459,4902638.68206,-8.26507650864
398962.48566999997,4903673.478999999,-6.817729655040001
395436.086805,4904708.28579,-8.59247730963
391909.662886,4905743.10304,-14.5846337186
388383.212938,4906777.9314,-18.7545422381
384856.73607,4907812.7715,-14.3588049924
381330.23124299996,4908847.62395,-3.5599967677800004
697670.637084,4812140.325180001,31.311562967199997
694142.820695,4813176.55405,42.2748744255
690615.061737,4814212.73992,32.0371952319
687087.359297,4815248.88343,24.92353845
683559.71239,4816284.98519,14.1423915126
680032.11996,4817321.04586,-3.0704962506599998
676504.581112,4818357.06607,-10.0809290493
672977.0948760001,4819393.04643,-12.501760216500001
669449.6602149999,4820428.9876,-15.2781600604
