x_c y_c z_c m m_abs mu_pr mu_abs sigma_pr post_stdev post_res
276153.821731 129611.732740 3810.774234 -127.4569 2288.6888 -142.0957 2274.0501 20.0000 16.2258 0.3418
276153.821731 129611.732740 4822.655752 44.8996 2558.8161 -112.9959 2400.9205 50.0000 27.7131 0.6928
276153.821731 129611.732740 5953.571511 252.2750 2834.3983 -83.9727 2498.1506 100.0000 36.4196 0.8674
276153.821731 129611.732740 7203.521511 149.3583 2792.3083 -56.5023 2586.4476 83.8647 35.4997 0.8208
276153.821731 129611.732740 8572.505752 166.1477 2872.5288 -15.2770 2691.1040 100.7598 40.0603 0.8419
276153.821731 129611.732740 10060.524234 139.8701 2907.2424 2.9909 2770.3632 112.5767 42.4338 0.8579
276153.821731 129611.732740 11667.576957 112.2556 2932.7868 21.2074 2841.7387 127.6427 44.6135 0.8778
276153.821731 129611.732740 13393.663921 101.2533 2966.2248 43.9779 2908.9494 159.1697 47.4756 0.9110
276153.821731 129611.732740 15238.785126 88.8136 2994.1135 42.2085 2947.5084 170.5978 48.8942 0.9179
276153.821731 129611.732740 17202.940572 88.2888 3027.0022 27.8205 2966.5339 247.6556 54.6932 0.9512
276153.821731 129611.732740 19286.130259 84.8856 3064.6644 22.7625 3002.5414 262.3038 55.8732 0.9546
276153.821731 129611.732740 21488.354186 118.8172 3122.8921 4.0442 3008.1191 278.5422 57.9686 0.9567
276153.821731 129611.732740 23809.612355 143.2499 3167.9662 -16.5972 3008.1191 291.3980 59.1090 0.9589
276153.821731 153177.502329 60.562355 -67.3959 1028.2488 -68.6447 1027.0000 5.0000 4.8986 0.0402
276153.821731 153177.502329 239.204186 -481.0592 1029.5115 -483.5707 1027.0000 5.0000 4.8913 0.0430
276153.821731 153177.502329 536.880259 -549.5453 1029.1399 -551.6852 1027.0000 5.0000 4.8858 0.0452
276153.821731 153177.502329 953.590572 -776.9572 1026.9566 -776.9138 1027.0000 5.0000 4.8822 0.0466
276153.821731 153177.502329 1489.335126 -940.3095 1039.3360 -952.6455 1027.0000 5.0000 4.8897 0.0436
276153.821731 153177.502329 2144.113921 -1172.0099 1048.4909 -1193.5008 1027.0000 5.0000 4.8931 0.0423
276153.821731 153177.502329 2917.926957 -380.9939 1940.4217 -191.5204 2129.8952 20.0000 15.6978 0.3839
276153.821731 153177.502329 3810.774234 -98.3958 2319.2779 -101.6960 2315.9777 50.0000 25.2320 0.7453
276153.821731 153177.502329 4822.655752 19.7529 2534.8844 -79.0787 2436.0528 50.0000 28.6797 0.6710
276153.821731 153177.502329 5953.571511 170.9282 2753.9545 -59.1971 2523.8292 100.0000 37.3472 0.8605
276153.821731 153177.502329 7203.521511 99.5179 2743.0754 -42.1227 2601.4348 104.9207 37.7253 0.8707
276153.821731 153177.502329 8572.505752 112.3180 2818.8633 -9.6985 2696.8468 120.2226 41.7710 0.8793
276153.821731 153177.502329 10060.524234 87.3856 2854.7258 0.5216 2767.8618 130.4020 43.7546 0.8874
276153.821731 153177.502329 11667.576957 64.9073 2885.2105 13.2325 2833.5357 144.1861 45.5934 0.9000
276153.821731 153177.502329 13393.663921 63.0586 2927.5573 32.3738 2896.8724 172.5594 48.0745 0.9224
276153.821731 153177.502329 15238.785126 55.7737 2960.6197 30.0367 2934.8827 182.9117 49.4534 0.9269
276153.821731 153177.502329 17202.940572 71.5760 3009.9902 18.7105 2957.1247 257.1921 55.2017 0.9539
276153.821731 153177.502329 19286.130259 76.9414 3056.4754 14.6543 2994.1884 271.8008 56.4485 0.9569
276153.821731 153177.502329 21488.354186 118.7193 3122.7507 -3.4035 3000.6279 288.5904 58.4290 0.9590
276153.821731 153177.502329 23809.612355 144.4789 3169.3737 -24.2669 3000.6279 300.3449 59.5545 0.9607
276153.821731 176743.271918 60.562355 -66.6597 1029.7312 -69.3909 1027.0000 5.0000 4.8987 0.0401
276153.821731 176743.271918 239.204186 -485.5359 1030.2910 -488.8269 1027.0000 5.0000 4.8919 0.0428
276153.821731 176743.271918 536.880259 -543.5855 1041.0963 -557.6818 1027.0000 5.0000 4.8948 0.0416
276153.821731 176743.271918 953.590572 -769.6893 1042.6693 -785.3586 1027.0000 5.0000 4.8919 0.0428
276153.821731 176743.271918 1489.335126 -946.5737 1043.4266 -963.0003 1027.0000 5.0000 4.8916 0.0429
276153.821731 176743.271918 2144.113921 -248.1128 1985.3608 -105.1983 2128.2753 20.0000 15.6698 0.3861
276153.821731 176743.271918 2917.926957 -260.4607 2063.0367 -143.3055 2180.1919 20.0000 15.8946 0.3684
276153.821731 176743.271918 3810.774234 -48.4820 2370.2971 -60.8989 2357.8802 50.0000 26.0685 0.7282
276153.821731 176743.271918 4822.655752 46.4973 2562.4884 -44.8325 2471.1586 100.0000 32.8514 0.8921
276153.821731 176743.271918 5953.571511 80.4316 2664.1013 -34.1620 2549.5077 77.7879 35.1255 0.7961
276153.821731 176743.271918 7203.521511 10.0096 2654.0250 -27.5933 2616.4220 82.2912 35.5394 0.8135
276153.821731 176743.271918 8572.505752 -8.4548 2698.1959 -4.0530 2702.5978 99.1185 40.0659 0.8366
276153.821731 176743.271918 10060.524234 -41.9347 2725.3998 -1.8386 2765.4959 111.5784 42.4765 0.8551
276153.821731 176743.271918 11667.576957 -60.8191 2759.3403 5.2145 2825.3738 127.5085 44.6498 0.8774
276153.821731 176743.271918 13393.663921 -50.9255 2813.2212 20.6408 2884.7875 157.9475 47.3076 0.9103
276153.821731 176743.271918 15238.785126 -47.2221 2857.2974 17.6931 2922.2126 171.1304 48.8541 0.9185
276153.821731 176743.271918 17202.940572 -8.9472 2929.2636 9.4061 2947.6170 244.9342 55.0548 0.9495
276153.821731 176743.271918 19286.130259 16.0120 2995.3868 6.2879 2985.6627 262.1536 56.4474 0.9536
276153.821731 176743.271918 21488.354186 72.1160 3076.1844 -10.9317 2993.1367 281.8581 58.3708 0.9571
276153.821731 176743.271918 23809.612355 109.0823 3134.2409 -32.0218 2993.1367 294.9815 59.5510 0.9592
276153.821731 200309.041507 60.562355 -70.1509 1027.0025 -70.1534 1027.0000 5.0000 4.8985 0.0402
276153.821731 200309.041507 239.204186 -486.6751 1034.5235 -494.1986 1027.0000 5.0000 4.8998 0.0397
276153.821731 200309.041507 536.880259 -554.0531 1036.7571 -563.8101 1027.0000 5.0000 4.8968 0.0409
276153.821731 200309.041507 953.590572 -783.8378 1037.1511 -793.9889 1027.0000 5.0000 4.8942 0.0419
276153.821731 200309.041507 1489.335126 -960.6729 1039.9098 -973.5827 1027.0000 5.0000 4.9056 0.0374
276153.821731 200309.041507 2144.113921 -186.2384 2048.3912 -62.9955 2171.6342 20.0000 15.7888 0.3768
276153.821731 200309.041507 2917.926957 -142.0697 2183.0024 -94.5836 2230.4886 20.0000 16.4789 0.3211
276153.821731 200309.041507 3810.774234 -86.1815 2333.2668 -20.2353 2399.2130 50.0000 26.1742 0.7260
276153.821731 200309.041507 4822.655752 -21.1313 2495.3524 -10.2194 2506.2644 100.0000 32.8359 0.8922
276153.821731 200309.041507 5953.571511 0.4271 2584.4723 -9.6122 2574.4329 55.5654 31.5992 0.6766
276153.821731 200309.041507 7203.521511 -16.1147 2628.2039 -12.4881 2631.8305 63.9422 32.6033 0.7400
276153.821731 200309.041507 8572.505752 -24.3647 2682.3305 1.6254 2708.3207 84.1702 38.0581 0.7956
276153.821731 200309.041507 10060.524234 -25.7038 2741.6509 -4.2246 2763.1301 99.6344 41.0467 0.8303
276153.821731 200309.041507 11667.576957 -10.0656 2810.0365 -2.8901 2817.2119 118.1079 43.6302 0.8635
276153.821731 200309.041507 13393.663921 32.2123 2896.1322 8.7790 2872.6989 149.7602 46.4986 0.9036
276153.821731 200309.041507 15238.785126 50.2558 2954.5809 5.2145 2909.5395 165.1830 48.2715 0.9146
276153.821731 200309.041507 17202.940572 104.8543 3042.9617 -0.0384 2938.0690 239.1894 54.7949 0.9475
276153.821731 200309.041507 19286.130259 135.8055 3115.1111 -2.4183 2976.8874 260.2702 56.3082 0.9532
276153.821731 200309.041507 21488.354186 185.0116 3189.2001 -18.5430 2985.6455 279.2428 58.1101 0.9567
276153.821731 200309.041507 23809.612355 213.8139 3239.3243 -39.8649 2985.6455 292.9901 59.3425 0.9590
276153.821731 223874.811096 60.562355 -72.6415 1025.2913 -70.9329 1027.0000 5.0000 4.8989 0.0400
276153.821731 223874.811096 239.204186 -492.0792 1034.6105 -499.6897 1027.0000 5.0000 4.9012 0.0391
276153.821731 223874.811096 536.880259 -561.7368 1035.3379 -570.0747 1027.0000 5.0000 4.8985 0.0402
276153.821731 223874.811096 953.590572 -789.0876 1040.7233 -802.8110 1027.0000 5.0000 4.8979 0.0404
276153.821731 223874.811096 1489.335126 -193.6178 1817.7825 86.9782 2098.3785 20.0000 15.7672 0.3785
276153.821731 223874.811096 2144.113921 -272.6383 1962.6913 -17.7000 2217.6296 20.0000 15.9691 0.3625
276153.821731 223874.811096 2917.926957 -313.4648 2012.6582 -45.3378 2280.7852 50.0000 25.3741 0.7425
276153.821731 223874.811096 3810.774234 -269.5835 2150.0896 21.0532 2440.7263 50.0000 28.1845 0.6823
276153.821731 223874.811096 4822.655752 -232.0593 2284.5380 24.7729 2541.3701 100.0000 32.8594 0.8920
276153.821731 223874.811096 5953.571511 -159.3207 2424.8313 14.6539 2598.8058 60.2030 32.4073 0.7102
276153.821731 223874.811096 7203.521511 -140.2404 2504.2170 3.8969 2648.3543 69.2740 33.6213 0.7644
276153.821731 223874.811096 8572.505752 -119.4215 2587.2557 7.3137 2713.9909 89.0926 38.5256 0.8130
276153.821731 223874.811096 10060.524234 -70.2956 2697.1060 -6.6374 2760.7643 104.3775 41.2277 0.8440
276153.821731 223874.811096 11667.576957 -2.8226 2817.3116 -11.0841 2809.0501 122.5510 43.5433 0.8738
276153.821731 223874.811096 13393.663921 86.8740 2950.6963 -3.2120 2860.6104 153.6630 46.3747 0.9089
276153.821731 223874.811096 15238.785126 132.8569 3037.1241 -7.4007 2896.8665 169.4411 48.2142 0.9190
276153.821731 223874.811096 17202.940572 214.2152 3152.3231 -9.5868 2928.5211 243.3231 54.6324 0.9496
276153.821731 223874.811096 19286.130259 257.1863 3236.5188 -11.1885 2968.1441 268.3102 56.1624 0.9562
276153.821731 223874.811096 21488.354186 302.4179 3306.8125 -26.2403 2978.1543 282.8202 57.7317 0.9583
276153.821731 223874.811096 23809.612355 325.8184 3351.7717 -47.7990 2978.1543 296.4034 58.9690 0.9604
276153.821731 247440.580685 60.562355 -74.3489 1024.3810 -71.7299 1027.0000 5.0000 4.8992 0.0399
276153.821731 247440.580685 239.204186 -498.6827 1033.6214 -505.3042 1027.0000 5.0000 4.9013 0.0391
276153.821731 247440.580685 536.880259 -568.3843 1035.0957 -576.4800 1027.0000 5.0000 4.8986 0.0401
276153.821731 247440.580685 953.590572 64.5173 1903.3486 291.7855 2130.6168 20.0000 15.4557 0.4028
276153.821731 247440.580685 1489.335126 -30.5653 1979.8577 181.8968 2192.3198 20.0000 15.9045 0.3676
276153.821731 247440.580685 2144.113921 -538.4063 1697.1222 28.4191 2263.9476 50.0000 23.5395 0.7784
276153.821731 247440.580685 2917.926957 -279.3225 2047.3100 4.4494 2331.0819 50.0000 26.2338 0.7247
276153.821731 247440.580685 3810.774234 -294.7830 2124.6536 62.8057 2482.2423 100.0000 32.9655 0.8913
276153.821731 247440.580685 4822.655752 -174.1009 2342.2180 60.0787 2576.3976 85.1058 33.5604 0.8445
276153.821731 247440.580685 5953.571511 -82.9789 2501.0084 39.1914 2623.1787 87.8138 35.7973 0.8338
276153.821731 247440.580685 7203.521511 -38.3291 2606.0844 20.4491 2664.8627 92.6355 36.8832 0.8415
276153.821731 247440.580685 8572.505752 8.5642 2715.1593 12.7973 2719.3923 108.0767 40.3165 0.8608
276153.821731 247440.580685 10060.524234 73.0790 2840.5552 -9.0778 2758.3985 120.1599 42.1373 0.8770
276153.821731 247440.580685 11667.576957 146.3396 2966.5983 -19.3705 2800.8882 135.1436 43.5808 0.8960
276153.821731 247440.580685 13393.663921 236.4134 3100.2718 -15.3367 2848.5218 162.7000 46.0121 0.9200
276153.821731 247440.580685 15238.785126 272.1276 3176.4778 -20.1569 2884.1934 177.3601 47.5256 0.9282
276153.821731 247440.580685 17202.940572 345.2406 3283.4562 -19.2425 2918.9731 249.3219 53.8431 0.9534
276153.821731 247440.580685 19286.130259 372.7838 3352.2420 -20.0489 2959.4094 274.6466 55.3303 0.9594
276153.821731 247440.580685 21488.354186 395.2705 3399.9599 -34.0263 2970.6631 288.3599 56.6850 0.9614
276153.821731 247440.580685 23809.612355 399.6946 3426.1850 -55.8273 2970.6631 301.3333 57.9338 0.9630
276153.821731 271006.350274 60.562355 -72.3011 1027.2439 -72.5450 1027.0000 5.0000 4.8991 0.0400
276153.821731 271006.350274 239.204186 -501.0336 1037.0126 -511.0463 1027.0000 5.0000 4.9010 0.0392
276153.821731 271006.350274 536.880259 -570.0018 1040.0291 -583.0309 1027.0000 5.0000 4.8983 0.0403
276153.821731 271006.350274 953.590572 150.5955 1986.1111 358.8849 2194.4004 20.0000 15.4468 0.4035
276153.821731 271006.350274 1489.335126 87.1267 2095.4827 292.1537 2300.5097 20.0000 15.8726 0.3701
276153.821731 271006.350274 2144.113921 -390.6464 1844.5592 137.4934 2372.6989 50.0000 23.5495 0.7782
276153.821731 271006.350274 2917.926957 -150.0714 2176.5105 121.1025 2447.6844 50.0000 26.2617 0.7241
276153.821731 271006.350274 3810.774234 -143.8989 2274.8239 135.1687 2553.8916 100.0000 33.6934 0.8865
276153.821731 271006.350274 4822.655752 -13.8174 2501.8187 110.0205 2625.6567 94.8948 35.8720 0.8571
276153.821731 271006.350274 5953.571511 106.0681 2689.6101 71.0132 2654.5551 101.1701 37.0329 0.8660
276153.821731 271006.350274 7203.521511 142.3867 2786.5678 39.1117 2683.2929 108.0008 38.7068 0.8716
276153.821731 271006.350274 8572.505752 184.7038 2891.1534 9.2275 2715.6771 124.0830 41.5114 0.8881
276153.821731 271006.350274 10060.524234 223.7284 2991.3078 -17.8912 2749.6882 119.6695 42.5334 0.8737
276153.821731 271006.350274 11667.576957 258.5906 3079.0694 -31.2450 2789.2338 114.4084 42.8264 0.8599
276153.821731 271006.350274 13393.663921 306.6730 3170.7057 -29.4634 2834.5693 123.3503 44.5454 0.8696
276153.821731 271006.350274 15238.785126 306.5199 3211.0992 -31.5659 2873.0135 120.4356 45.6589 0.8563
276153.821731 271006.350274 17202.940572 346.8291 3285.2634 -24.7540 2913.6802 173.2076 52.1577 0.9093
276153.821731 271006.350274 19286.130259 344.9410 3324.6271 -21.7207 2957.9654 189.4801 53.6426 0.9199
276153.821731 271006.350274 21488.354186 340.0060 3345.0821 -37.0341 2968.0420 199.4235 54.8859 0.9243
276153.821731 271006.350274 23809.612355 323.7790 3350.9038 -59.0828 2968.0420 212.9164 56.2219 0.9303
276153.821731 294572.119864 60.562355 -71.9444 1028.4345 -73.3788 1027.0000 5.0000 4.8990 0.0400
276153.821731 294572.119864 239.204186 -515.3083 1028.6120 -516.9204 1027.0000 5.0000 4.8930 0.0423
276153.821731 294572.119864 536.880259 -575.1076 1041.6248 -589.7324 1027.0000 5.0000 4.8968 0.0409
276153.821731 294572.119864 953.590572 -780.8031 1050.5874 -804.3905 1027.0000 5.0000 4.8963 0.0410
276153.821731 294572.119864 1489.335126 150.6681 2155.6661 274.1609 2279.1588 20.0000 15.4466 0.4035
276153.821731 294572.119864 2144.113921 38.1297 2271.7549 295.3684 2528.9936 20.0000 15.9479 0.3642
276153.821731 294572.119864 2917.926957 61.8337 2387.0236 271.5866 2596.7765 50.0000 25.9189 0.7313
276153.821731 294572.119864 3810.774234 65.5739 2482.7431 219.4715 2636.6408 100.0000 32.9861 0.8912
276153.821731 294572.119864 4822.655752 106.0741 2620.4457 210.1562 2724.5278 118.3938 36.4549 0.9052
276153.821731 294572.119864 5953.571511 148.0899 2730.8156 160.8395 2743.5652 121.7286 39.7071 0.8936
276153.821731 294572.119864 7203.521511 55.3862 2699.1178 70.2242 2713.9558 123.1992 41.0902 0.8888
276153.821731 294572.119864 8572.505752 2.2088 2708.5523 27.1223 2733.4658 139.8903 43.4964 0.9033
276153.821731 294572.119864 10060.524234 -41.0359 2726.7492 21.4386 2789.2236 146.5964 44.8785 0.9063
276153.821731 294572.119864 11667.576957 -75.1614 2745.6766 35.8478 2856.6858 142.9823 45.6360 0.8981
276153.821731 294572.119864 13393.663921 -87.1255 2777.2459 56.8296 2921.2010 139.4028 47.0051 0.8863
276153.821731 294572.119864 15238.785126 -114.5342 2790.4079 110.5354 3015.4776 172.1138 48.9911 0.9190
276153.821731 294572.119864 17202.940572 -100.4612 2838.2576 240.5115 3179.2303 204.6693 52.9789 0.9330
276153.821731 294572.119864 19286.130259 -99.3339 2880.6019 269.5141 3249.4498 212.3811 54.2597 0.9347
276153.821731 294572.119864 21488.354186 -87.9579 2917.5438 277.0188 3282.5205 218.7946 55.3406 0.9360
276153.821731 294572.119864 23809.612355 -79.6047 2948.1992 252.4388 3280.2427 229.7912 56.5998 0.9393
276153.821731 318137.889453 60.562355 -71.9331 1029.2990 -74.2321 1027.0000 5.0000 4.8989 0.0401
276153.821731 318137.889453 239.204186 -520.7415 1029.1896 -522.9311 1027.0000 5.0000 4.8936 0.0421
276153.821731 318137.889453 536.880259 -593.7971 1029.7927 -596.5898 1027.0000 5.0000 4.8904 0.0433
276153.821731 318137.889453 953.590572 -812.3671 1028.3767 -813.7438 1027.0000 5.0000 4.8878 0.0444
276153.821731 318137.889453 1489.335126 -39.4306 1962.3795 -26.7607 1975.0493 20.0000 15.4545 0.4029
276153.821731 318137.889453 2144.113921 -232.9341 1997.2566 -244.6125 1985.5782 20.0000 15.4932 0.3999
276153.821731 318137.889453 2917.926957 138.9518 2460.9838 -18.2289 2303.8030 50.0000 25.2110 0.7458
276153.821731 318137.889453 3810.774234 189.2634 2603.8806 106.0166 2520.6338 50.0000 28.6750 0.6711
276153.821731 318137.889453 4822.655752 262.4631 2774.3910 111.9340 2623.8619 100.0000 37.1731 0.8618
276153.821731 318137.889453 5953.571511 229.3293 2810.1848 99.8405 2680.6960 115.2268 40.8810 0.8741
276153.821731 318137.889453 7203.521511 84.5799 2727.4950 45.5986 2688.5137 127.2396 42.5748 0.8880
276153.821731 318137.889453 8572.505752 -12.8967 2693.1314 39.8711 2745.8993 147.1582 44.9007 0.9069
276153.821731 318137.889453 10060.524234 -96.0043 2671.5314 71.4175 2838.9533 150.6795 46.8393 0.9034
276153.821731 318137.889453 11667.576957 -165.3551 2655.0661 114.1706 2934.5917 157.9396 48.4685 0.9058
276153.821731 318137.889453 13393.663921 -219.5127 2644.1979 188.8162 3052.5268 214.5371 50.9891 0.9435
276153.821731 318137.889453 15238.785126 -261.7457 2641.9111 194.3705 3098.0274 240.2260 52.7671 0.9518
276153.821731 318137.889453 17202.940572 -268.4643 2667.4579 193.2827 3129.2048 252.6654 54.9742 0.9527
276153.821731 318137.889453 19286.130259 -273.4735 2703.3284 180.3731 3157.1749 264.7887 56.3257 0.9548
276153.821731 318137.889453 21488.354186 -260.6782 2741.6024 184.7696 3187.0502 277.2354 57.4262 0.9571
276153.821731 318137.889453 23809.612355 -243.4612 2781.4074 194.5547 3219.4233 289.4750 58.6351 0.9590
276153.821731 341703.659042 60.562355 -75.9728 1026.1326 -75.1054 1027.0000 5.0000 4.8990 0.0400
276153.821731 341703.659042 239.204186 -532.7602 1023.3230 -529.0832 1027.0000 5.0000 4.8942 0.0419
276153.821731 341703.659042 536.880259 -606.9391 1023.6694 -603.6085 1027.0000 5.0000 4.8914 0.0430
276153.821731 341703.659042 953.590572 -815.8715 1034.4458 -823.3173 1027.0000 5.0000 4.8965 0.0410
276153.821731 341703.659042 1489.335126 -0.3428 2001.7821 182.0340 2184.1589 20.0000 15.4739 0.4014
276153.821731 341703.659042 2144.113921 -51.8944 2181.1740 -20.5122 2212.5562 20.0000 16.0816 0.3535
276153.821731 341703.659042 2917.926957 29.7669 2352.0133 -81.8696 2240.3768 50.0000 26.4093 0.7210
276153.821731 341703.659042 3810.774234 70.8625 2484.2324 -47.4862 2365.8838 50.0000 28.7837 0.6686
276153.821731 341703.659042 4822.655752 206.2918 2716.9028 71.5935 2582.2045 100.0000 37.9778 0.8558
276153.821731 341703.659042 5953.571511 190.8621 2770.5430 82.4699 2662.1508 123.0953 42.2100 0.8824
276153.821731 341703.659042 7203.521511 116.8588 2759.2374 108.8633 2751.2419 139.0506 44.2951 0.8985
276153.821731 341703.659042 8572.505752 72.8895 2778.4486 130.7182 2836.2773 147.4629 46.1983 0.9019
276153.821731 341703.659042 10060.524234 34.2110 2800.9066 150.7952 2917.4907 187.2319 48.7679 0.9322
276153.821731 341703.659042 11667.576957 -2.2568 2816.8211 132.8643 2951.9422 203.3567 50.6144 0.9381
276153.821731 341703.659042 13393.663921 -34.1132 2827.3760 115.5173 2977.0066 214.6592 52.7353 0.9396
276153.821731 341703.659042 15238.785126 -55.7879 2845.5822 102.1432 3003.5134 226.4891 54.2953 0.9425
276153.821731 341703.659042 17202.940572 -60.4903 2873.1580 98.3344 3031.9827 238.7324 55.8589 0.9453
276153.821731 341703.659042 19286.130259 -70.7777 2903.9022 86.6081 3061.2879 251.1582 57.2398 0.9481
276153.821731 341703.659042 21488.354186 -67.9618 2932.1450 92.1543 3092.2611 263.7711 58.4397 0.9509
276153.821731 341703.659042 23809.612355 -61.7515 2960.8283 102.2359 3124.8157 276.3964 59.6413 0.9534
276153.821731 365269.428631 60.562355 -75.7252 1027.2743 -75.9995 1027.0000 5.0000 4.8989 0.0400
276153.821731 365269.428631 239.204186 -539.4560 1022.9258 -535.3818 1027.0000 5.0000 4.8931 0.0423
276153.821731 365269.428631 536.880259 -614.9999 1022.7944 -610.7943 1027.0000 5.0000 4.8894 0.0437
276153.821731 365269.428631 953.590572 -830.7523 1029.3664 -833.1187 1027.0000 5.0000 4.8888 0.0440
276153.821731 365269.428631 1489.335126 150.0198 2149.9776 361.4878 2361.4456 20.0000 15.4774 0.4011
276153.821731 365269.428631 2144.113921 197.2911 2430.6037 183.1229 2416.4356 20.0000 15.8983 0.3681
276153.821731 365269.428631 2917.926957 217.3709 2540.5919 126.8730 2450.0941 50.0000 26.8531 0.7116
276153.821731 365269.428631 3810.774234 160.4356 2574.3708 133.9072 2547.8425 100.0000 33.8624 0.8853
276153.821731 365269.428631 4822.655752 151.4326 2661.1914 165.8094 2675.5682 100.0000 39.2040 0.8463
276153.821731 365269.428631 5953.571511 76.7353 2655.4344 171.4665 2750.1656 151.9401 44.1191 0.9157
276153.821731 365269.428631 7203.521511 0.6433 2641.7259 155.2492 2796.3318 170.8449 46.1150 0.9271
276153.821731 365269.428631 8572.505752 -52.6509 2651.3520 111.4775 2815.4804 178.0525 47.6501 0.9284
276153.821731 365269.428631 10060.524234 -92.9552 2671.9451 70.6399 2835.5402 186.4180 49.4604 0.9296
276153.821731 365269.428631 11667.576957 -123.6598 2693.8364 39.7085 2857.2048 195.8419 50.9543 0.9323
276153.821731 365269.428631 13393.663921 -142.3776 2717.7364 20.3599 2880.4740 206.1141 52.5115 0.9351
276153.821731 365269.428631 15238.785126 -144.2734 2755.8808 6.3604 2906.5145 216.1596 53.8423 0.9380
276153.821731 365269.428631 17202.940572 -129.6340 2802.8436 1.4342 2933.9118 225.8420 55.1344 0.9404
276153.821731 365269.428631 19286.130259 -119.2550 2854.3937 -10.4483 2963.2004 236.4050 56.4042 0.9431
276153.821731 365269.428631 21488.354186 -93.2218 2905.7880 -5.3746 2993.6351 247.4977 57.6535 0.9457
276153.821731 365269.428631 23809.612355 -62.2469 2959.1158 4.3968 3025.7594 258.9564 58.8416 0.9484
276153.821731 388835.198220 60.562355 -78.5861 1025.3291 -76.9152 1027.0000 5.0000 4.9038 0.0381
276153.821731 388835.198220 239.204186 -544.2489 1024.5833 -541.8322 1027.0000 5.0000 4.8987 0.0401
276153.821731 388835.198220 536.880259 -620.4774 1024.6759 -618.1533 1027.0000 5.0000 4.8956 0.0413
276153.821731 388835.198220 953.590572 210.1045 2080.2608 529.1028 2399.2591 20.0000 15.5628 0.3945
276153.821731 388835.198220 1489.335126 455.4126 2451.0152 525.8013 2521.4038 20.0000 15.9294 0.3656
276153.821731 388835.198220 2144.113921 251.0891 2482.1954 347.0502 2578.1565 50.0000 24.5853 0.7582
276153.821731 388835.198220 2917.926957 236.4488 2558.1412 320.0196 2641.7120 50.0000 27.4863 0.6978
276153.821731 388835.198220 3810.774234 102.1851 2514.5070 249.5993 2661.9213 100.0000 35.6810 0.8727
276153.821731 388835.198220 4822.655752 -23.2575 2484.5035 169.5761 2677.3371 121.3640 40.1743 0.8904
276153.821731 388835.198220 5953.571511 -60.4968 2516.1365 116.5534 2693.1866 127.8272 43.4043 0.8847
276153.821731 388835.198220 7203.521511 -71.1424 2568.0698 71.0441 2710.2562 135.7110 44.9832 0.8901
276153.821731 388835.198220 8572.505752 -73.0155 2629.6443 26.3691 2729.0290 145.0949 46.3868 0.8978
276153.821731 388835.198220 10060.524234 -69.4016 2694.6476 -14.8182 2749.2311 155.6175 47.8003 0.9056
276153.821731 388835.198220 11667.576957 -60.3895 2756.6283 -46.1222 2770.8956 166.9754 49.1230 0.9135
276153.821731 388835.198220 13393.663921 -46.2213 2813.6474 -65.7039 2794.1648 178.9742 50.4404 0.9206
276153.821731 388835.198220 15238.785126 -23.9270 2876.1505 -81.0388 2819.0387 191.4163 51.7028 0.9270
276153.821731 388835.198220 17202.940572 6.6024 2939.0627 -86.9430 2845.5173 204.1379 52.9545 0.9327
276153.821731 388835.198220 19286.130259 27.3203 3001.0950 -100.1741 2873.6006 216.9998 54.1985 0.9376
276153.821731 388835.198220 21488.354186 60.7793 3059.8538 -95.7860 2903.2885 229.8809 55.4365 0.9418
276153.821731 388835.198220 23809.612355 96.7184 3118.0281 -86.7285 2934.5812 242.6751 56.6882 0.9454
276153.821731 412400.967809 60.562355 -77.7080 1027.1452 -77.8532 1027.0000 5.0000 3.4837 0.5146
276153.821731 412400.967809 239.204186 379.6647 1955.1047 543.4350 2118.8749 20.0000 11.7798 0.6531
276153.821731 412400.967809 536.880259 426.9535 2079.6452 433.2328 2085.9245 20.0000 12.0022 0.6399
276153.821731 412400.967809 953.590572 557.6531 2421.3569 538.0231 2401.7269 20.0000 11.9892 0.6406
276153.821731 412400.967809 1489.335126 561.0519 2550.2422 512.5694 2501.7597 50.0000 20.8265 0.8265
276153.821731 412400.967809 2144.113921 289.5691 2516.4431 287.3755 2514.2495 50.0000 22.9859 0.7887
276153.821731 412400.967809 2917.926957 175.3868 2493.1766 210.6300 2528.4198 100.0000 34.2444 0.8827
276153.821731 412400.967809 3810.774234 7.8121 2417.0902 135.7960 2545.0741 100.0000 36.4616 0.8671
276153.821731 412400.967809 4822.655752 -255.4084 2250.2846 58.2633 2563.9563 168.3399 44.5687 0.9299
276153.821731 412400.967809 5953.571511 -251.7465 2323.4653 10.2138 2585.4257 171.4426 47.0394 0.9247
276153.821731 412400.967809 7203.521511 -215.7697 2422.5761 -25.6147 2612.7310 175.7557 49.2593 0.9214
276153.821731 412400.967809 8572.505752 -183.6109 2518.7273 -59.0539 2643.2843 181.1626 51.4252 0.9194
276153.821731 412400.967809 10060.524234 -152.7985 2611.4315 -87.7306 2676.4994 187.6434 53.4619 0.9188
276153.821731 412400.967809 11667.576957 -114.7556 2702.8247 -108.2030 2709.3772 195.3087 55.3983 0.9195
276153.821731 412400.967809 13393.663921 -72.7231 2787.9469 -121.4488 2739.2212 204.2454 57.2676 0.9214
276153.821731 412400.967809 15238.785126 -26.7225 2874.3434 -133.4191 2767.6467 213.4006 59.0145 0.9235
